avg_score,avg_length,all_time_high_score,num_timesteps
0.08,6.0,2,4745
0.08,6.31,2,4780
0.07,6.32,2,4786
0.07,6.38,2,4793
0.07,6.61,2,4817
0.07,6.62,2,4819
0.07,6.65,2,4823
0.07,6.75,2,4835
0.07,6.83,2,4844
0.07,6.81,2,4845
0.07,6.83,2,4848
0.06,6.76,2,4855
0.06,6.87,2,4867
0.06,6.84,2,4868
0.06,6.83,2,4869
0.06,6.76,2,4870
0.06,6.78,2,4877
0.06,6.79,2,4879
0.07,6.27,2,4895
0.07,6.54,2,4927
0.07,6.13,2,4934
0.07,6.16,2,4944
0.07,6.2,2,4949
0.07,6.25,2,4956
0.07,6.22,2,4958
0.07,6.17,2,4961
0.07,6.13,2,4963
0.08,6.21,2,4977
0.08,6.32,2,4989
0.08,6.26,2,4992
0.08,6.34,2,5001
0.08,6.73,2,5041
0.08,6.77,2,5047
0.08,6.79,2,5052
0.09,6.73,2,5054
0.1,6.66,2,5056
0.1,6.66,2,5057
0.11,6.82,2,5074
0.11,6.86,2,5079
0.11,6.84,2,5081
0.11,6.77,2,5082
0.1,6.85,2,5095
0.1,6.9,2,5101
0.1,6.9,2,5102
0.1,7.07,2,5129
0.1,7.18,2,5141
0.1,7.24,2,5148
0.09,7.2,2,5149
0.09,7.2,2,5150
0.09,7.14,2,5153
0.09,7.19,2,5160
0.09,7.31,2,5173
0.09,7.37,2,5181
0.09,7.24,2,5197
0.09,7.38,2,5212
0.09,7.38,2,5213
0.09,7.43,2,5219
0.09,7.44,2,5221
0.08,7.48,2,5245
0.08,7.48,2,5248
0.08,7.59,2,5260
0.08,7.64,2,5269
0.08,7.64,2,5270
0.08,7.56,2,5275
0.08,7.58,2,5279
0.07,7.44,2,5282
0.07,7.7,2,5313
0.07,7.69,2,5318
0.07,7.66,2,5324
0.07,7.62,2,5325
0.07,7.61,2,5326
0.08,7.66,2,5335
0.08,7.49,2,5338
0.08,7.35,2,5348
0.09,7.42,2,5358
0.1,7.57,2,5375
0.1,7.62,2,5381
0.1,7.55,2,5388
0.1,7.6,2,5394
0.1,7.74,2,5422
0.1,7.72,2,5424
0.1,7.77,2,5430
0.1,7.76,2,5433
0.1,7.78,2,5440
0.1,7.76,2,5444
0.1,7.74,2,5446
0.1,7.81,2,5454
0.1,7.82,2,5456
0.1,7.78,2,5460
0.1,7.8,2,5464
0.1,7.86,2,5471
0.1,7.86,2,5472
0.1,7.88,2,5477
0.1,7.82,2,5481
0.1,7.87,2,5489
0.1,7.87,2,5500
0.1,7.87,2,5502
0.1,7.72,2,5503
0.1,7.72,2,5504
0.1,7.89,2,5528
0.09,7.94,2,5539
0.09,7.62,2,5542
0.09,7.59,2,5545
0.1,7.61,2,5554
0.1,7.4,2,5557
0.1,7.39,2,5558
0.1,7.36,2,5559
0.1,7.25,2,5560
0.1,7.3,2,5574
0.1,7.38,2,5583
0.1,7.42,2,5590
0.1,7.42,2,5597
0.1,7.37,2,5604
0.1,7.53,2,5621
0.1,7.54,2,5623
0.1,7.61,2,5631
0.1,7.55,2,5632
0.1,7.61,2,5640
0.09,7.5,2,5645
0.09,7.2,2,5647
0.09,7.25,2,5659
0.09,7.21,2,5665
0.09,7.31,2,5680
0.09,7.29,2,5685
0.09,7.31,2,5689
0.09,7.33,2,5694
0.09,7.33,2,5696
0.08,7.2,2,5697
0.08,7.24,2,5713
0.08,7.24,2,5716
0.08,7.19,2,5720
0.08,7.01,2,5742
0.08,6.96,2,5743
0.08,6.99,2,5751
0.07,6.98,2,5752
0.06,7.05,2,5761
0.06,7.09,2,5766
0.05,6.99,2,5773
0.05,7.09,2,5788
0.05,7.12,2,5793
0.05,7.13,2,5795
0.05,7.09,2,5804
0.05,7.04,2,5805
0.05,7.09,2,5811
0.06,7.4,2,5869
0.07,7.45,2,5886
0.07,7.39,2,5887
0.07,7.44,2,5893
0.07,7.44,2,5894
0.07,7.48,2,5901
0.07,7.5,2,5910
0.08,7.52,2,5925
0.08,7.45,2,5926
0.08,7.31,2,5928
0.09,7.29,2,5941
0.09,7.33,2,5946
0.09,7.33,2,5952
0.09,7.35,2,5956
0.09,7.2,2,5965
0.09,7.25,2,5973
0.09,7.14,2,5974
0.09,7.15,2,5984
0.09,7.15,2,5985
0.09,7.12,2,5987
0.09,7.29,2,6008
0.09,7.38,2,6020
0.08,7.09,2,6022
0.09,7.1,2,6028
0.1,7.15,2,6039
0.1,7.32,2,6057
0.1,7.33,2,6059
0.09,7.25,2,6060
0.09,7.27,2,6065
0.09,7.52,2,6100
0.08,7.53,2,6111
0.07,7.37,2,6112
0.07,7.42,2,6123
0.07,7.4,2,6128
0.07,7.44,2,6138
0.07,7.17,2,6139
0.07,7.17,2,6141
0.07,7.13,2,6143
0.07,7.14,2,6147
0.08,7.12,2,6152
0.08,7.26,2,6170
0.08,7.25,2,6171
0.08,7.28,2,6182
0.08,7.34,2,6190
0.08,7.33,2,6193
0.08,7.31,2,6195
0.08,7.34,2,6205
0.08,7.34,2,6206
0.08,7.33,2,6210
0.08,7.4,2,6221
0.08,7.34,2,6223
0.08,7.24,2,6224
0.08,7.25,2,6227
0.08,7.27,2,6230
0.08,7.29,2,6233
0.08,7.12,2,6240
0.08,7.03,2,6242
0.08,7.17,2,6259
0.08,7.21,2,6266
0.07,7.13,2,6267
0.07,7.28,2,6285
0.07,7.29,2,6287
0.07,7.29,2,6288
0.07,7.31,2,6291
0.07,7.3,2,6304
0.07,7.22,2,6305
0.07,7.16,2,6306
0.07,7.1,2,6307
0.07,7.04,2,6308
0.07,6.99,2,6320
0.07,7.06,2,6329
0.07,7.02,2,6333
0.07,7.18,2,6350
0.07,7.22,2,6362
0.07,7.36,2,6381
0.07,7.35,2,6382
0.07,7.24,2,6383
0.07,7.2,2,6385
0.08,7.07,2,6387
0.08,7.03,2,6388
0.09,7.1,2,6399
0.09,7.06,2,6400
0.09,7.08,2,6404
0.09,7.1,2,6407
0.09,6.95,2,6408
0.09,6.95,2,6411
0.09,7.05,2,6425
0.09,6.87,2,6429
0.09,6.88,2,6431
0.09,6.97,2,6448
0.09,7.16,2,6468
0.09,7.08,2,6469
0.09,7.23,2,6489
0.09,7.27,2,6500
0.09,7.21,2,6509
0.09,7.21,2,6514
0.09,7.2,2,6515
0.09,7.13,2,6517
0.1,7.43,2,6548
0.1,7.47,2,6558
0.09,7.0,2,6569
0.08,6.87,2,6573
0.08,6.87,2,6574
0.08,6.84,2,6577
0.08,6.85,2,6579
0.09,6.83,2,6584
0.09,6.97,2,6607
0.08,6.83,2,6608
0.08,6.88,2,6614
0.08,6.87,2,6615
0.07,6.75,2,6616
0.07,6.71,2,6617
0.07,6.77,2,6629
0.07,6.78,2,6634
0.07,6.7,2,6635
0.07,6.81,2,6654
0.07,6.84,2,6658
0.07,6.75,2,6659
0.07,6.87,2,6672
0.07,6.86,2,6673
0.07,6.68,2,6676
0.07,6.57,2,6677
0.07,6.56,2,6678
0.06,6.51,2,6679
0.05,6.43,2,6682
0.05,6.39,2,6696
0.05,6.42,2,6701
0.06,6.52,2,6712
0.06,6.51,2,6716
0.06,6.17,2,6717
0.06,6.16,2,6727
0.07,6.38,2,6750
0.07,6.29,2,6752
0.07,6.32,2,6760
0.07,6.26,2,6764
0.07,6.28,2,6767
0.07,6.27,2,6768
0.07,6.3,2,6773
0.07,6.39,2,6786
0.06,6.36,2,6788
0.06,6.2,2,6790
0.06,6.21,2,6792
0.07,6.34,2,6816
0.07,6.3,2,6820
0.07,6.37,2,6830
0.07,6.64,2,6859
0.07,6.55,2,6860
0.07,6.56,2,6862
0.07,6.53,2,6863
0.07,6.44,2,6865
