,avg_score,avg_length,all_time_high_score,num_timesteps
0,0.0,10.0,0,10
1,0.0,8.0,0,16
2,0.0,14.666666666666666,0,44
3,0.0,16.75,0,67
4,0.0,21.0,0,105
5,0.0,19.5,0,117
6,0.0,21.285714285714285,0,149
7,0.0,22.75,0,182
8,0.0,21.77777777777778,0,196
9,0.0,21.8,0,218
10,0.0,20.363636363636363,0,224
11,0.0,19.583333333333332,0,235
12,0.0,18.923076923076923,0,246
13,0.0,18.214285714285715,0,255
14,0.0,18.733333333333334,0,281
15,0.0625,22.125,1,354
16,0.058823529411764705,22.058823529411764,1,375
17,0.05555555555555555,21.5,1,387
18,0.05263157894736842,22.157894736842106,1,421
19,0.05,21.85,1,437
20,0.047619047619047616,21.523809523809526,1,452
21,0.045454545454545456,21.545454545454547,1,474
22,0.043478260869565216,21.217391304347824,1,488
23,0.041666666666666664,21.083333333333332,1,506
24,0.04,20.56,1,514
25,0.038461538461538464,20.115384615384617,1,523
26,0.037037037037037035,20.22222222222222,1,546
27,0.03571428571428571,20.607142857142858,1,577
28,0.034482758620689655,20.275862068965516,1,588
29,0.03333333333333333,19.833333333333332,1,595
30,0.03225806451612903,19.322580645161292,1,599
31,0.03125,19.0,1,608
32,0.06060606060606061,19.181818181818183,1,633
33,0.058823529411764705,18.764705882352942,1,638
34,0.05714285714285714,18.62857142857143,1,652
35,0.08333333333333333,18.916666666666668,1,681
36,0.08108108108108109,18.81081081081081,1,696
37,0.07894736842105263,18.44736842105263,1,701
38,0.10256410256410256,18.692307692307693,1,729
39,0.1,18.7,1,748
40,0.0975609756097561,19.0,1,779
41,0.09523809523809523,19.761904761904763,1,830
42,0.11627906976744186,20.162790697674417,1,867
43,0.11363636363636363,19.931818181818183,1,877
44,0.13333333333333333,20.466666666666665,1,921
45,0.15217391304347827,21.32608695652174,1,981
46,0.14893617021276595,21.595744680851062,1,1015
47,0.14583333333333334,21.416666666666668,1,1028
48,0.14285714285714285,21.428571428571427,1,1050
49,0.14,21.24,1,1062
50,0.13725490196078433,21.0,1,1071
51,0.1346153846153846,20.846153846153847,1,1084
52,0.1320754716981132,20.69811320754717,1,1097
53,0.12962962962962962,20.5,1,1107
54,0.12727272727272726,20.618181818181817,1,1134
55,0.125,20.964285714285715,1,1174
56,0.12280701754385964,21.087719298245613,1,1202
57,0.1206896551724138,21.017241379310345,1,1219
58,0.11864406779661017,20.847457627118644,1,1230
59,0.11666666666666667,20.95,1,1257
60,0.13114754098360656,21.049180327868854,1,1284
61,0.12903225806451613,21.14516129032258,1,1311
62,0.12698412698412698,21.19047619047619,1,1335
63,0.125,21.171875,1,1355
64,0.12307692307692308,21.046153846153846,1,1368
65,0.12121212121212122,20.848484848484848,1,1376
66,0.11940298507462686,20.73134328358209,1,1389
67,0.11764705882352941,20.573529411764707,1,1399
68,0.11594202898550725,20.608695652173914,1,1422
69,0.12857142857142856,20.7,1,1449
70,0.1267605633802817,20.535211267605632,1,1458
71,0.125,20.680555555555557,1,1489
72,0.1232876712328767,20.47945205479452,1,1495
73,0.12162162162162163,20.5,1,1517
74,0.12,20.56,1,1542
75,0.11842105263157894,20.80263157894737,1,1581
76,0.11688311688311688,20.584415584415584,1,1585
77,0.11538461538461539,20.46153846153846,1,1596
78,0.11392405063291139,20.303797468354432,1,1604
79,0.1125,20.3375,1,1627
80,0.1111111111111111,20.234567901234566,1,1639
81,0.10975609756097561,20.048780487804876,1,1644
82,0.10843373493975904,20.048192771084338,1,1664
83,0.10714285714285714,19.88095238095238,1,1670
84,0.11764705882352941,20.023529411764706,1,1702
85,0.11627906976744186,20.011627906976745,1,1721
86,0.11494252873563218,20.103448275862068,1,1749
87,0.11363636363636363,20.045454545454547,1,1764
88,0.11235955056179775,19.921348314606742,1,1773
89,0.12222222222222222,20.377777777777776,1,1834
90,0.12087912087912088,20.46153846153846,1,1862
91,0.11956521739130435,20.66304347826087,1,1901
