,avg_score,avg_length,all_time_high_score,num_timesteps
0,0.0,3.0,0,3
1,0.0,6.0,0,12
2,0.0,5.0,0,15
3,0.0,4.0,0,16
4,0.0,3.4,0,17
5,0.0,3.1666666666666665,0,19
6,0.0,2.857142857142857,0,20
7,0.0,3.0,0,24
8,0.0,3.7777777777777777,0,34
9,0.1,3.6,1,36
10,0.18181818181818182,3.8181818181818183,1,42
11,0.16666666666666666,4.75,1,57
12,0.15384615384615385,4.461538461538462,1,58
13,0.14285714285714285,4.642857142857143,1,65
14,0.13333333333333333,4.4,1,66
15,0.125,4.1875,1,67
16,0.11764705882352941,4.117647058823529,1,70
17,0.16666666666666666,4.777777777777778,1,86
18,0.15789473684210525,4.7894736842105265,1,91
19,0.15,5.15,1,103
20,0.14285714285714285,5.0476190476190474,1,106
21,0.13636363636363635,5.045454545454546,1,111
22,0.13043478260869565,4.869565217391305,1,112
23,0.125,4.875,1,117
24,0.12,4.96,1,124
25,0.11538461538461539,5.1923076923076925,1,135
26,0.1111111111111111,5.148148148148148,1,139
27,0.10714285714285714,5.035714285714286,1,141
28,0.13793103448275862,5.379310344827586,1,156
29,0.13333333333333333,5.266666666666667,1,158
30,0.12903225806451613,5.387096774193548,1,167
31,0.125,5.25,1,168
32,0.12121212121212122,5.121212121212121,1,169
33,0.11764705882352941,6.529411764705882,1,222
34,0.11428571428571428,6.4,1,224
35,0.1111111111111111,6.333333333333333,1,228
36,0.10810810810810811,6.1891891891891895,1,229
37,0.10526315789473684,6.315789473684211,1,240
38,0.10256410256410256,6.17948717948718,1,241
39,0.1,6.725,1,269
40,0.0975609756097561,6.658536585365853,1,273
41,0.09523809523809523,6.523809523809524,1,274
42,0.09302325581395349,6.441860465116279,1,277
43,0.09090909090909091,6.363636363636363,1,280
44,0.08888888888888889,6.4222222222222225,1,289
45,0.08695652173913043,6.413043478260869,1,295
46,0.10638297872340426,6.404255319148936,1,301
47,0.10416666666666667,6.375,1,306
48,0.10204081632653061,6.285714285714286,1,308
49,0.1,6.24,1,312
50,0.09803921568627451,6.2745098039215685,1,320
51,0.09615384615384616,6.1923076923076925,1,322
52,0.09433962264150944,6.113207547169812,1,324
53,0.09259259259259259,6.018518518518518,1,325
54,0.09090909090909091,6.0,1,330
55,0.08928571428571429,5.928571428571429,1,332
56,0.08771929824561403,5.9298245614035086,1,338
57,0.08620689655172414,5.913793103448276,1,343
58,0.0847457627118644,5.830508474576271,1,344
59,0.08333333333333333,5.816666666666666,1,349
60,0.08196721311475409,5.737704918032787,1,350
61,0.08064516129032258,5.709677419354839,1,354
62,0.07936507936507936,6.0476190476190474,1,381
63,0.078125,6.234375,1,399
64,0.07692307692307693,6.153846153846154,1,400
65,0.07575757575757576,6.090909090909091,1,402
66,0.07462686567164178,6.059701492537314,1,406
67,0.08823529411764706,6.088235294117647,1,414
68,0.10144927536231885,6.217391304347826,1,429
69,0.1,6.1571428571428575,1,431
70,0.09859154929577464,6.084507042253521,1,432
71,0.09722222222222222,6.055555555555555,1,436
72,0.0958904109589041,6.027397260273973,1,440
73,0.0945945945945946,5.972972972972973,1,442
74,0.09333333333333334,6.066666666666666,1,455
75,0.09210526315789473,6.131578947368421,1,466
76,0.09090909090909091,6.064935064935065,1,467
77,0.08974358974358974,6.051282051282051,1,472
78,0.08860759493670886,5.987341772151899,1,473
79,0.0875,5.925,1,474
80,0.09876543209876543,5.950617283950617,1,482
81,0.0975609756097561,6.012195121951219,1,493
82,0.0963855421686747,5.963855421686747,1,495
83,0.09523809523809523,5.964285714285714,1,501
84,0.09411764705882353,5.905882352941177,1,502
85,0.09302325581395349,5.848837209302325,1,503
86,0.09195402298850575,5.804597701149425,1,505
87,0.09090909090909091,5.75,1,506
88,0.0898876404494382,5.876404494382022,1,523
89,0.08888888888888889,5.822222222222222,1,524
90,0.08791208791208792,5.978021978021978,1,544
91,0.08695652173913043,6.0978260869565215,1,561
92,0.08602150537634409,6.150537634408602,1,572
93,0.0851063829787234,6.170212765957447,1,580
94,0.08421052631578947,6.11578947368421,1,581
95,0.08333333333333333,6.072916666666667,1,583
96,0.08247422680412371,6.092783505154639,1,591
97,0.08163265306122448,6.061224489795919,1,594
98,0.08080808080808081,6.03030303030303,1,597
99,0.08,6.01,1,601
100,0.08,5.99,1,602
101,0.08,5.91,1,603
102,0.08,6.05,1,620
103,0.08,6.23,1,639
104,0.08,6.31,1,648
105,0.08,6.31,1,650
106,0.08,6.41,1,661
107,0.08,6.42,1,666
108,0.08,6.4,1,674
109,0.07,6.51,1,687
110,0.06,6.46,1,688
111,0.06,6.33,1,690
112,0.06,6.42,1,700
113,0.06,6.47,1,712
114,0.06,6.49,1,715
115,0.06,6.57,1,724
