avg_score,avg_length,all_time_high_score,num_timesteps
0.03,5.95,1,989
0.03,5.88,1,990
0.03,5.8,1,993
0.03,5.76,1,994
0.03,5.74,1,1004
0.03,5.73,1,1005
0.03,5.77,1,1010
0.03,5.7,1,1011
0.03,5.74,1,1017
0.03,5.9,1,1034
0.03,6.01,1,1046
0.03,6.07,1,1053
0.04,6.11,1,1058
0.04,6.09,1,1063
0.04,6.13,1,1074
0.04,6.23,1,1085
0.04,6.15,1,1087
0.04,6.15,1,1088
0.05,6.22,1,1096
0.05,6.28,1,1104
0.05,6.32,1,1109
0.05,6.38,1,1116
0.05,6.37,1,1119
0.05,6.37,1,1121
0.05,6.44,1,1129
0.05,6.55,1,1141
0.05,6.64,1,1152
0.05,6.69,1,1158
0.05,6.87,1,1177
0.05,6.89,1,1185
0.05,6.89,1,1188
0.05,7.01,1,1201
0.05,7.14,1,1215
0.05,7.22,1,1233
0.05,7.32,1,1244
0.05,7.27,1,1245
0.05,7.25,1,1250
0.05,7.32,1,1258
0.05,7.32,1,1264
0.05,7.37,1,1276
0.05,7.24,1,1277
0.05,7.15,1,1279
0.06,7.47,1,1312
0.06,7.32,1,1315
0.05,7.16,1,1317
0.05,7.14,1,1318
0.05,7.09,1,1327
0.05,7.09,1,1328
0.05,7.05,1,1336
0.05,7.06,1,1339
0.05,6.66,1,1344
0.05,6.56,1,1349
0.05,6.55,1,1350
0.05,6.44,1,1351
0.05,6.58,1,1367
0.05,7.03,1,1414
0.04,7.15,1,1434
0.04,7.2,1,1440
0.04,7.36,1,1457
0.04,7.37,1,1460
0.04,7.42,1,1467
0.04,7.41,1,1477
0.04,7.28,1,1478
0.04,7.23,1,1481
0.04,7.25,1,1484
0.04,7.34,1,1494
0.04,7.35,1,1496
0.04,7.36,1,1517
0.04,7.3,1,1518
0.04,7.29,1,1520
0.04,7.31,1,1525
0.04,7.3,1,1526
0.05,7.42,1,1546
0.05,7.41,1,1548
0.05,7.4,1,1550
0.05,7.39,1,1554
0.05,7.42,1,1558
0.05,7.43,1,1560
0.05,7.72,1,1595
0.05,7.72,1,1597
0.05,7.73,1,1599
0.04,7.63,1,1600
0.04,7.71,1,1615
0.04,7.61,1,1621
0.04,7.64,1,1627
0.04,7.48,1,1628
0.04,7.64,1,1646
0.04,7.77,1,1660
0.04,7.68,1,1663
0.04,7.72,1,1668
0.04,7.47,1,1686
0.04,7.53,1,1696
0.04,7.66,1,1712
0.04,7.51,1,1714
0.04,7.5,1,1715
0.04,7.63,1,1731
0.04,7.69,1,1739
0.04,7.77,1,1748
0.04,7.83,1,1755
0.04,7.83,1,1756
0.04,7.68,1,1757
0.04,7.68,1,1758
0.04,7.73,1,1766
0.04,7.76,1,1770
0.04,7.67,1,1771
0.04,7.67,1,1772
0.04,7.63,1,1773
0.04,7.64,1,1775
0.04,7.6,1,1777
0.04,7.44,1,1778
0.04,7.33,1,1779
0.04,7.27,1,1780
0.03,7.31,1,1789
0.03,7.29,1,1792
0.03,7.37,1,1811
0.03,7.35,1,1820
0.03,7.34,1,1821
0.03,7.37,1,1825
0.02,7.3,1,1826
0.02,7.28,1,1832
0.02,7.28,1,1837
0.02,7.26,1,1842
0.02,7.24,1,1843
0.02,7.34,1,1855
0.02,7.38,1,1867
0.02,7.37,1,1878
0.02,7.29,1,1881
0.02,7.31,1,1889
0.02,7.13,1,1890
0.02,7.09,1,1894
0.02,7.28,1,1916
0.02,7.17,1,1918
0.02,7.15,1,1930
0.02,7.02,1,1935
0.02,7.02,1,1946
0.02,7.1,1,1955
0.02,7.08,1,1958
0.02,7.04,1,1962
0.02,7.02,1,1966
0.02,6.91,1,1967
0.02,6.91,1,1968
0.02,6.91,1,1970
0.01,6.66,1,1978
0.01,6.64,1,1979
0.01,6.72,1,1989
0.01,6.76,1,1994
0.01,6.75,1,2002
0.01,6.78,1,2006
0.01,6.82,1,2018
0.01,6.85,1,2024
0.01,6.88,1,2032
0.01,6.97,1,2046
0.01,7.1,1,2060
0.01,7.1,1,2061
0.01,6.96,1,2063
0.02,6.59,1,2073
0.02,6.4,1,2074
0.02,6.43,1,2083
0.02,6.38,1,2095
0.02,6.37,1,2097
0.02,6.38,1,2105
0.02,6.36,1,2113
0.02,6.48,1,2126
0.02,6.47,1,2128
0.02,6.49,1,2133
0.02,6.42,1,2136
0.02,6.41,1,2137
0.03,6.49,1,2166
0.03,6.52,1,2170
0.03,6.54,1,2174
0.03,6.53,1,2178
0.03,6.53,1,2179
0.02,6.58,1,2204
0.02,6.71,1,2219
0.02,6.7,1,2220
0.02,6.71,1,2225
0.02,6.71,1,2229
0.02,6.74,1,2234
0.02,6.42,1,2237
0.02,6.42,1,2239
0.02,6.41,1,2240
0.02,6.46,1,2246
0.02,6.32,1,2247
0.02,6.45,1,2266
0.02,6.45,1,2272
0.02,6.45,1,2273
0.02,6.29,1,2275
0.02,6.28,1,2288
0.02,6.26,1,2289
0.02,6.22,1,2290
0.02,6.05,1,2291
0.02,5.96,1,2292
0.02,5.81,1,2293
0.02,5.8,1,2294
0.02,5.9,1,2305
0.02,5.76,1,2307
0.02,5.74,1,2313
0.02,5.66,1,2314
0.02,5.61,1,2316
0.02,5.65,1,2321
0.02,5.65,1,2322
0.02,5.99,1,2357
0.02,5.94,1,2360
0.02,5.94,1,2364
0.02,5.94,1,2365
0.02,5.94,1,2366
0.02,5.95,1,2368
0.02,5.96,1,2371
0.02,5.95,1,2372
0.02,5.99,1,2377
0.02,6.0,1,2379
0.02,6.01,1,2381
0.02,5.93,1,2382
0.02,5.94,1,2386
0.02,5.92,1,2403
0.02,5.85,1,2405
0.02,5.9,1,2411
0.02,5.92,1,2417
0.02,5.94,1,2420
0.02,5.9,1,2422
0.02,5.89,1,2426
0.02,5.89,1,2431
0.02,5.9,1,2433
0.02,5.91,1,2446
0.02,5.85,1,2452
0.02,5.8,1,2458
0.02,5.85,1,2466
0.02,5.87,1,2476
0.02,5.87,1,2477
0.02,6.01,1,2495
0.02,5.93,1,2509
0.03,5.93,1,2511
0.03,5.83,1,2513
0.03,5.84,1,2519
0.03,5.87,1,2533
0.03,5.79,1,2534
0.03,5.83,1,2541
0.03,5.86,1,2548
0.03,5.84,1,2550
0.03,5.84,1,2551
0.04,5.98,1,2566
0.04,6.07,1,2577
0.04,6.0,1,2578
0.04,6.0,1,2579
0.04,5.92,1,2581
0.04,5.89,1,2583
0.04,5.93,1,2595
0.05,6.25,1,2631
0.05,6.15,1,2633
0.05,6.12,1,2636
0.05,6.15,1,2647
0.05,6.03,1,2649
0.05,5.93,1,2653
0.05,6.05,1,2666
0.05,6.13,1,2676
0.04,6.05,1,2678
0.04,6.12,1,2686
0.04,6.05,1,2688
0.04,5.99,1,2694
0.04,5.99,1,2696
0.04,6.14,1,2719
0.04,6.13,1,2726
0.04,6.1,1,2736
0.04,6.13,1,2741
0.04,6.1,1,2743
0.05,6.18,1,2754
0.05,6.19,1,2756
0.04,5.93,1,2759
0.04,6.01,1,2771
0.04,5.99,1,2773
0.04,6.03,1,2781
0.04,6.06,1,2785
0.04,5.82,1,2786
0.04,5.69,1,2788
0.04,5.73,1,2793
0.04,5.69,1,2794
0.04,5.66,1,2795
0.04,5.62,1,2796
0.04,5.67,1,2804
0.04,5.74,1,2813
0.04,5.76,1,2816
0.04,5.71,1,2817
0.04,5.74,1,2821
0.04,5.77,1,2843
0.04,5.72,1,2844
0.04,5.76,1,2849
0.04,5.8,1,2855
0.04,5.82,1,2870
0.04,5.88,1,2877
0.04,5.95,1,2885
0.04,6.0,1,2891
0.04,6.13,1,2905
0.04,6.15,1,2908
0.04,6.2,1,2914
0.04,6.1,1,2915
0.04,6.12,1,2919
0.04,6.13,1,2926
0.04,6.18,1,2932
0.05,6.18,1,2934
0.05,6.18,1,2939
0.05,6.29,1,2951
0.05,5.96,1,2953
0.05,5.95,1,2955
0.05,5.92,1,2956
0.05,5.93,1,2958
0.05,6.03,1,2969
0.05,6.04,1,2972
0.05,6.04,1,2975
0.05,6.04,1,2976
0.05,6.03,1,2980
0.05,6.03,1,2982
0.05,6.05,1,2986
0.05,6.12,1,2994
0.05,6.19,1,3005
0.05,6.19,1,3022
0.05,6.18,1,3023
0.06,6.27,1,3038
0.07,6.29,1,3046
0.07,6.42,1,3062
0.07,6.41,1,3063
0.07,6.42,1,3068
0.07,6.47,1,3078
0.07,6.46,1,3079
0.07,6.37,1,3083
0.07,6.36,1,3088
0.07,6.32,1,3090
0.07,6.3,1,3096
0.07,6.24,1,3100
0.07,6.25,1,3102
0.07,6.1,1,3105
0.07,5.97,1,3106
0.07,6.1,1,3121
0.07,6.11,1,3124
0.07,6.08,1,3127
0.07,5.95,1,3128
0.07,6.02,1,3136
0.07,5.97,1,3138
0.07,5.99,1,3147
0.07,5.99,1,3149
0.07,5.99,1,3150
0.06,5.86,1,3152
0.06,5.76,1,3153
0.06,5.76,1,3154
0.06,5.86,1,3165
0.06,5.87,1,3168
0.06,5.9,1,3173
0.06,5.81,1,3176
0.05,5.47,1,3178
0.05,5.47,1,3180
0.06,5.52,1,3188
0.06,5.44,1,3191
0.06,5.48,1,3197
0.06,5.52,1,3205
0.06,5.4,1,3206
0.06,5.32,1,3208
0.06,5.35,1,3213
0.06,5.31,1,3217
0.06,6.02,1,3290
0.07,6.27,1,3321
0.07,6.5,1,3346
0.07,6.31,1,3350
0.07,6.25,1,3351
0.07,6.16,1,3352
0.07,6.12,1,3353
0.07,6.23,1,3366
0.07,6.14,1,3368
0.07,6.13,1,3369
0.07,6.12,1,3371
0.08,6.25,1,3396
0.08,6.34,1,3407
0.08,6.28,1,3409
0.08,6.25,1,3410
0.08,6.38,1,3424
0.08,6.41,1,3429
0.08,6.37,1,3430
0.08,6.42,1,3436
0.08,6.49,1,3444
0.08,6.57,1,3453
0.08,6.76,1,3480
0.08,6.74,1,3487
0.08,6.72,1,3488
0.09,6.87,1,3504
0.09,6.85,1,3506
0.09,6.72,1,3515
0.09,6.76,1,3520
0.09,6.73,1,3522
0.09,6.69,1,3524
0.09,6.55,1,3525
0.09,6.53,1,3530
0.09,6.52,1,3537
0.09,6.47,1,3538
0.09,6.4,1,3545
0.09,6.52,1,3560
0.09,6.47,1,3561
0.09,6.51,1,3566
0.09,6.49,1,3568
0.09,6.44,1,3570
0.09,6.55,1,3587
0.08,6.58,1,3592
0.08,6.55,1,3594
0.08,6.44,1,3595
0.08,6.55,1,3608
0.08,6.54,1,3609
0.08,6.55,1,3611
0.08,6.56,1,3614
0.08,6.47,1,3616
0.08,6.45,1,3617
0.08,6.47,1,3622
0.08,6.48,1,3624
0.08,6.5,1,3630
0.08,6.53,1,3635
0.08,6.5,1,3636
0.08,6.45,1,3639
0.08,6.42,1,3647
0.08,6.32,1,3654
0.08,6.37,1,3660
0.07,6.23,1,3661
0.06,6.16,1,3662
0.06,6.04,1,3666
0.06,6.14,1,3677
0.06,6.1,1,3678
0.06,6.02,1,3680
0.06,6.03,1,3682
0.06,6.0,1,3683
0.06,5.96,1,3684
0.06,6.11,1,3701
0.06,6.06,1,3702
0.06,6.03,1,3703
0.06,6.06,1,3708
0.06,6.04,1,3709
0.06,6.04,1,3710
0.05,5.9,1,3711
0.05,6.35,1,3759
0.06,6.39,1,3766
0.06,6.46,1,3774
0.06,6.4,1,3776
0.06,6.53,1,3791
0.06,6.48,1,3795
0.06,6.5,1,3799
0.06,6.5,1,3800
0.06,6.49,1,3801
0.06,6.51,1,3804
0.06,6.53,1,3807
0.06,6.45,1,3810
0.06,6.49,1,3817
0.06,6.55,1,3828
0.06,6.69,1,3845
0.06,6.72,1,3850
0.06,6.75,1,3855
0.05,6.69,1,3857
0.05,6.67,1,3858
0.05,6.72,1,3869
0.05,6.67,1,3872
0.06,6.83,1,3889
0.06,6.83,1,3891
0.06,6.94,1,3907
0.06,6.91,1,3908
0.06,6.37,1,3927
0.05,6.08,1,3929
0.05,6.07,1,3953
0.05,6.07,1,3957
0.05,6.07,1,3958
0.05,6.11,1,3963
0.05,6.18,1,3971
0.05,6.06,1,3972
0.04,6.14,1,3982
0.04,6.23,1,3992
0.04,6.24,1,3995
0.03,6.0,1,3996
0.03,5.9,1,3997
0.03,5.89,1,3998
0.03,5.95,1,4005
0.03,5.96,1,4020
0.03,6.12,1,4041
0.03,6.12,1,4042
0.03,6.2,1,4056
0.03,6.16,1,4060
0.03,6.1,1,4063
0.03,5.86,1,4066
0.03,5.84,1,4071
0.03,5.98,1,4086
0.02,5.84,1,4088
0.02,5.83,1,4089
0.02,5.79,1,4094
0.02,5.81,1,4101
0.02,5.86,1,4108
0.02,5.88,1,4112
0.02,5.89,1,4114
0.02,5.86,1,4116
0.02,5.89,1,4126
0.02,5.95,1,4133
0.02,5.99,1,4144
0.02,5.93,1,4153
0.02,6.12,1,4173
0.02,6.08,1,4174
0.02,6.07,1,4175
0.02,6.1,1,4180
0.02,5.94,1,4181
0.02,5.9,1,4182
0.02,5.89,1,4183
0.02,5.98,1,4193
0.02,5.88,1,4196
0.02,5.9,1,4199
0.02,5.93,1,4204
0.02,5.94,1,4208
0.02,6.0,1,4216
0.02,6.07,1,4224
0.02,6.26,1,4248
0.02,6.29,1,4253
0.02,6.45,1,4275
0.02,6.41,1,4276
0.02,6.41,1,4277
0.02,6.42,1,4281
0.02,6.47,1,4294
0.03,6.53,1,4307
0.03,6.51,1,4311
0.03,6.54,1,4315
0.03,6.62,1,4324
0.03,6.6,1,4326
0.03,6.66,1,4343
0.03,6.69,1,4347
0.03,6.72,1,4352
0.03,6.74,1,4356
0.03,6.78,1,4361
0.03,6.83,1,4367
0.03,6.88,1,4389
0.03,7.22,1,4424
0.03,7.22,1,4425
0.03,7.24,1,4432
0.03,7.24,1,4433
0.03,7.24,1,4434
0.03,7.42,1,4453
0.03,7.09,1,4468
0.02,7.03,1,4469
0.02,6.96,1,4470
0.02,7.07,1,4483
0.02,7.02,1,4493
0.02,7.04,1,4499
0.02,7.11,1,4510
0.02,7.18,1,4518
0.02,7.21,1,4522
0.02,7.22,1,4526
0.02,7.2,1,4527
0.02,7.18,1,4528
0.02,7.12,1,4529
0.02,7.07,1,4535
0.02,6.91,1,4536
0.02,6.96,1,4546
0.02,6.92,1,4547
0.02,6.95,1,4552
0.02,6.96,1,4554
0.02,6.95,1,4564
0.02,6.99,1,4571
0.01,7.0,1,4589
0.01,6.99,1,4590
0.01,6.86,1,4593
0.01,6.86,1,4594
0.01,6.69,1,4596
0.01,6.68,1,4597
0.01,6.45,1,4598
0.01,6.43,1,4600
0.01,6.44,1,4602
0.01,6.45,1,4608
0.01,6.45,1,4616
0.01,6.45,1,4617
0.01,6.36,1,4618
0.01,6.36,1,4628
0.01,6.37,1,4632
0.02,6.65,1,4661
0.02,6.81,1,4678
0.02,6.81,1,4679
0.02,6.79,1,4684
0.02,6.67,1,4687
0.02,6.47,1,4688
0.02,6.63,1,4705
0.02,6.56,1,4712
0.02,6.57,1,4717
0.02,6.95,1,4758
0.02,6.97,1,4763
0.02,7.04,1,4775
0.02,6.9,1,4776
0.02,6.9,1,4778
0.02,6.92,1,4781
0.02,6.93,1,4787
0.02,6.95,1,4796
0.02,6.95,1,4803
0.02,6.97,1,4809
0.02,7.02,1,4816
0.02,7.07,1,4823
0.02,7.01,1,4827
0.02,7.0,1,4833
0.02,6.93,1,4837
0.02,6.85,1,4838
0.02,6.66,1,4839
0.02,6.68,1,4842
0.02,6.86,1,4861
0.02,6.82,1,4862
0.02,6.87,1,4868
0.02,7.08,1,4890
0.02,7.08,1,4891
0.02,7.12,1,4905
0.02,7.11,1,4907
0.02,7.2,1,4919
0.02,7.2,1,4924
0.02,7.22,1,4930
0.02,7.18,1,4934
0.02,7.2,1,4944
0.02,7.01,1,4949
0.02,6.98,1,4951
0.02,6.78,1,4953
0.02,6.78,1,4954
0.02,6.78,1,4955
0.02,6.85,1,4966
0.02,6.93,1,4987
0.01,6.86,1,4993
0.01,6.84,1,4995
0.01,6.81,1,4996
0.01,6.73,1,4997
0.01,6.73,1,4999
0.02,6.75,1,5018
0.02,6.77,1,5024
0.02,6.82,1,5034
0.02,6.8,1,5036
0.02,6.77,1,5038
0.02,6.72,1,5039
0.02,6.53,1,5042
0.03,6.43,1,5067
0.03,6.47,1,5072
0.03,6.42,1,5074
0.03,6.53,1,5086
0.04,6.71,1,5105
0.04,6.53,1,5106
0.04,6.5,1,5118
0.05,6.79,1,5148
0.05,6.81,1,5151
0.05,6.7,1,5153
0.05,6.62,1,5155
0.05,6.58,1,5157
0.05,6.49,1,5159
0.05,6.45,1,5163
0.05,6.45,1,5167
0.05,6.43,1,5169
0.05,6.51,1,5178
0.05,6.57,1,5185
0.06,6.66,1,5195
0.06,6.62,1,5197
0.06,6.7,1,5206
0.09,6.96,3,5242
0.09,6.96,3,5243
0.09,6.93,3,5245
0.09,6.92,3,5246
0.09,6.85,3,5249
0.09,6.82,3,5253
0.09,6.74,3,5263
0.09,6.92,3,5282
0.09,6.9,3,5283
0.09,6.97,3,5291
0.09,7.0,3,5296
0.09,7.01,3,5298
0.09,7.05,3,5303
0.09,7.07,3,5307
0.09,7.12,3,5314
0.09,7.07,3,5315
0.09,7.0,3,5316
0.09,7.0,3,5317
0.09,7.0,3,5318
0.09,6.97,3,5325
0.09,6.94,3,5326
0.08,6.75,3,5336
0.08,6.6,3,5338
0.08,6.6,3,5339
0.08,6.71,3,5355
0.09,6.94,3,5381
0.09,6.94,3,5382
0.09,6.99,3,5404
0.09,6.93,3,5405
0.09,6.96,3,5413
0.09,6.57,3,5415
0.09,6.53,3,5416
0.09,6.51,3,5426
0.09,6.53,3,5429
0.1,6.65,3,5443
0.1,6.63,3,5444
0.1,6.58,3,5445
0.1,6.53,3,5449
0.1,6.48,3,5451
0.1,6.55,3,5464
0.1,6.59,3,5475
0.1,6.53,3,5476
0.1,6.52,3,5479
0.1,6.47,3,5480
0.1,6.44,3,5481
0.1,6.47,3,5485
0.1,6.47,3,5486
0.1,6.45,3,5487
0.1,6.29,3,5490
0.1,6.29,3,5491
0.1,6.26,3,5494
0.1,6.05,3,5495
0.1,6.1,3,5501
0.1,6.32,3,5537
0.1,6.36,3,5543
0.1,6.28,3,5547
0.1,6.27,3,5551
0.1,6.27,3,5557
0.1,6.48,3,5582
0.1,6.39,3,5583
0.1,6.37,3,5586
0.1,6.4,3,5591
0.1,6.51,3,5604
0.1,6.6,3,5614
0.1,6.6,3,5615
0.1,6.51,3,5617
0.11,6.42,3,5629
0.11,6.37,3,5630
0.12,6.39,3,5634
0.12,6.39,3,5635
0.12,6.41,3,5638
0.12,6.41,3,5640
0.11,6.26,3,5644
0.11,6.21,3,5645
0.11,6.15,3,5649
0.11,6.14,3,5650
0.11,6.14,3,5652
0.11,6.15,3,5654
0.11,6.27,3,5669
0.1,6.1,3,5677
0.1,6.07,3,5679
0.1,6.18,3,5692
0.1,6.14,3,5700
0.09,5.96,3,5701
0.09,5.96,3,5702
0.09,5.95,3,5713
0.08,5.67,3,5715
0.08,5.72,3,5723
0.08,5.73,3,5726
0.08,5.85,3,5740
0.08,5.99,3,5756
0.08,6.17,3,5776
0.08,6.14,3,5777
0.08,6.11,3,5778
0.08,6.12,3,5781
0.08,6.08,3,5786
0.08,6.06,3,5791
0.07,6.07,3,5802
0.07,6.26,3,5823
0.07,6.18,3,5824
0.04,5.86,3,5828
0.04,5.92,3,5835
0.04,5.95,3,5840
0.04,6.08,3,5854
0.04,6.09,3,5858
0.04,6.06,3,5859
0.04,6.09,3,5872
0.04,5.97,3,5879
0.04,5.97,3,5880
0.04,5.9,3,5881
0.04,5.89,3,5885
0.04,5.89,3,5887
0.04,5.85,3,5888
0.04,5.82,3,5889
0.04,5.95,3,5909
0.04,6.17,3,5932
0.04,6.37,3,5953
0.04,6.38,3,5955
0.04,6.39,3,5957
0.04,6.33,3,5958
0.04,6.35,3,5961
0.04,6.26,3,5962
0.04,6.29,3,5967
0.04,6.41,3,5980
0.04,6.45,3,6000
0.03,6.2,3,6001
0.03,6.24,3,6006
0.03,6.08,3,6012
0.03,6.22,3,6027
0.03,6.31,3,6044
0.03,6.35,3,6050
0.03,6.38,3,6054
0.03,6.3,3,6056
0.03,6.33,3,6062
0.02,6.2,3,6063
0.02,6.23,3,6067
0.02,6.24,3,6069
0.02,6.21,3,6070
0.02,6.22,3,6073
0.02,6.13,3,6077
0.03,6.27,3,6102
0.03,6.34,3,6110
0.03,6.4,3,6119
0.03,6.42,3,6122
0.03,6.44,3,6125
0.03,6.44,3,6129
0.03,6.45,3,6131
0.03,6.45,3,6132
0.03,6.44,3,6134
0.03,6.44,3,6135
0.03,6.46,3,6140
0.03,6.49,3,6144
0.03,6.48,3,6149
0.03,6.17,3,6154
0.03,6.12,3,6155
0.03,6.31,3,6178
0.03,6.28,3,6179
0.03,6.23,3,6180
0.03,6.02,3,6184
0.03,6.05,3,6188
0.03,6.08,3,6194
0.03,6.07,3,6198
0.03,5.95,3,6199
0.03,5.97,3,6211
0.03,6.01,3,6216
0.03,6.02,3,6219
0.02,5.91,3,6220
0.02,5.91,3,6221
0.01,5.94,3,6228
0.01,5.98,3,6233
0.01,6.05,3,6243
0.01,6.06,3,6246
0.01,6.04,3,6248
0.01,6.05,3,6250
0.01,6.16,3,6265
0.01,6.16,3,6266
0.01,6.17,3,6269
0.01,6.23,3,6277
0.01,6.09,3,6278
0.01,6.03,3,6280
0.01,6.11,3,6290
0.01,6.13,3,6305
0.01,6.12,3,6312
0.01,6.12,3,6313
0.02,6.16,3,6318
0.02,6.11,3,6324
0.02,6.1,3,6325
0.02,6.1,3,6333
0.02,6.1,3,6336
0.02,6.01,3,6341
0.02,6.48,3,6404
0.02,6.32,3,6408
0.02,6.35,3,6412
0.02,6.43,3,6421
0.02,6.47,3,6428
0.02,6.47,3,6433
0.02,6.48,3,6439
0.02,6.46,3,6448
0.02,6.26,3,6449
0.02,6.31,3,6455
0.02,6.28,3,6456
0.02,6.22,3,6457
0.03,6.28,3,6468
0.03,6.26,3,6480
0.03,6.23,3,6481
0.03,6.25,3,6484
0.03,6.18,3,6490
0.03,6.12,3,6491
0.03,6.24,3,6504
0.03,6.25,3,6506
0.03,6.3,3,6515
0.03,6.29,3,6516
0.03,6.33,3,6521
0.03,6.33,3,6522
